,Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
3354,Male,9.0,No,Rural,70.8,Primary,57.0
3355,Male,4.0,Yes,Urban,53.1,Secondary,48.7
3356,Male,8.8,No,Rural,55.7,none,49.3
3357,Female,13.1,No,Rural,57.6,Primary,68.5
3358,Female,12.2,No,Urban,50.1,Primary,72.2
3359,Female,6.4,No,Urban,68.1,Secondary,55.7
3360,Female,8.7,No,Urban,77.6,Tertiary,68.8
3361,Male,8.9,Yes,Urban,80.8,Secondary,81.6
3362,Female,11.3,Yes,Rural,63.9,Secondary,85.1
3363,Female,13.1,No,Rural,90.6,Secondary,77.6
3364,Female,14.3,Yes,Urban,88.7,Secondary,100.0
3365,Female,5.3,No,Urban,84.7,Primary,54.4
3366,Female,13.6,Yes,Rural,83.0,none,89.6
3367,Male,12.9,No,Rural,64.6,Tertiary,70.5
3368,Female,9.5,No,Rural,56.2,Primary,56.9
3369,Female,11.7,No,Urban,58.0,Tertiary,77.3
3370,Female,11.4,No,Urban,52.7,Secondary,70.6
3371,Female,15.2,No,Rural,64.9,Secondary,76.3
3372,Male,9.6,No,Rural,51.8,none,55.7
3373,Male,14.8,No,Rural,76.6,Secondary,85.8
3374,Male,7.5,No,Urban,72.6,Tertiary,59.8
3375,Female,12.2,No,Urban,54.8,Tertiary,69.6
3376,Female,1.7,No,Urban,53.4,Secondary,28.2
3377,Female,11.9,No,Rural,90.2,none,74.1
3378,Male,10.0,Yes,Urban,67.7,Secondary,78.7
3379,Male,2.3,Yes,Urban,94.4,Primary,48.7
3380,Male,3.4,No,Urban,51.1,Secondary,40.0
3381,Male,6.1,No,Urban,67.1,Secondary,47.0
3382,Female,8.3,No,Rural,70.6,Secondary,65.2
3383,Male,8.8,Yes,Urban,96.2,Tertiary,85.8
3384,Male,8.1,No,Rural,51.9,Secondary,52.7
3385,Female,8.8,Yes,Rural,58.4,Primary,59.5
3386,Male,7.5,No,Urban,80.7,Secondary,68.5
3387,Male,15.9,Yes,Urban,68.4,none,100.0
3388,Male,10.0,Yes,Rural,53.9,Secondary,69.8
3389,Male,12.7,No,Urban,90.1,Secondary,84.5
3390,Male,11.2,No,Urban,63.5,none,61.4
3391,Male,10.9,No,Urban,84.0,none,72.0
3392,Female,12.2,No,Urban,75.8,Secondary,72.3
3393,Female,11.2,Yes,Urban,57.4,Tertiary,90.0
3394,Female,8.8,No,Urban,64.2,Tertiary,56.2
3395,Female,16.0,No,Urban,62.6,Tertiary,81.6
3396,Female,9.2,No,Urban,76.2,Secondary,75.3
3397,Female,7.0,Yes,Rural,88.7,Secondary,72.0
3398,Female,16.0,Yes,Urban,79.1,Primary,100.0
3399,Male,15.7,No,Urban,77.0,none,85.5
3400,Male,4.7,No,Urban,97.8,Primary,45.7
3401,Male,3.3,No,Rural,71.6,Secondary,34.3
3402,Male,9.2,No,Rural,95.3,Primary,65.9
3403,Male,10.5,Yes,Urban,61.5,Secondary,82.8
3404,Male,10.9,No,Urban,57.8,Tertiary,74.2
3405,Male,5.0,Yes,Rural,88.3,Primary,67.1
3406,Female,5.0,No,Rural,58.1,Tertiary,49.4
3407,Male,10.1,No,Rural,74.1,none,52.0
3408,Female,7.9,No,Urban,50.7,Tertiary,50.6
3409,Male,4.0,Yes,Urban,66.7,Secondary,60.4
3410,Female,16.0,No,Urban,70.6,Secondary,82.6
3411,Male,13.2,No,Rural,67.6,none,67.2
3412,Female,9.0,No,Urban,58.4,Tertiary,67.8
3413,Male,10.5,No,Urban,97.7,Primary,71.5
3414,Female,6.7,Yes,Urban,78.8,Primary,77.9
3415,Male,5.7,No,Urban,89.0,Tertiary,57.8
3416,Male,4.2,Yes,Urban,98.6,Secondary,68.9
3417,Male,12.5,Yes,Rural,81.3,Primary,87.8
3418,Female,9.2,Yes,Urban,88.6,Tertiary,99.4
3419,Male,10.8,No,Rural,81.4,none,66.1
3420,Male,7.4,No,Urban,95.3,Primary,55.3
3421,Female,15.5,No,Urban,67.0,Primary,94.2
3422,Female,11.6,No,Urban,96.6,none,78.1
3423,Female,16.0,Yes,Rural,62.8,Secondary,99.0
3424,Male,13.5,No,Rural,76.2,Tertiary,76.1
3425,Female,12.0,No,Rural,67.5,Tertiary,69.9
3426,Male,11.8,No,Urban,89.2,Secondary,74.8
3427,Female,12.4,Yes,Urban,56.4,Primary,80.4
3428,Female,15.6,Yes,Rural,91.1,Tertiary,100.0
3429,Female,6.3,No,Rural,76.9,Tertiary,54.7
3430,Female,11.6,No,Urban,97.4,Secondary,74.9
3431,Male,9.1,Yes,Urban,72.8,Tertiary,72.2
3432,Female,6.1,No,Urban,65.3,Tertiary,48.6
3433,Male,6.8,No,Rural,95.7,Secondary,60.2
3434,Male,9.4,No,Urban,79.5,Secondary,63.2
3435,Female,11.3,Yes,Urban,56.3,Secondary,88.7
3436,Female,6.2,No,Urban,77.9,Tertiary,53.6
3437,Female,4.9,No,Urban,63.5,Tertiary,48.5
3438,Male,2.0,Yes,Rural,86.6,Tertiary,43.0
3439,Male,9.4,No,Urban,77.9,Secondary,71.3
3440,Female,8.9,No,Urban,56.0,Secondary,60.2
3441,Female,5.9,No,Urban,71.9,none,43.0
3442,Female,7.6,No,Urban,84.6,Primary,53.7
3443,Male,16.0,No,Urban,56.4,Tertiary,84.8
3444,Female,12.7,No,Rural,80.0,none,76.3
3445,Female,8.6,No,Rural,51.2,Secondary,56.5
3446,Male,6.6,No,Urban,75.6,Secondary,54.5
3447,Female,10.5,No,Urban,50.3,none,60.7
3448,Male,9.2,Yes,Urban,67.7,Primary,75.8
3449,Female,15.2,No,Urban,68.7,Secondary,83.1
3450,Female,9.8,No,Urban,72.3,Secondary,59.9
3451,Male,6.8,No,Urban,93.8,none,75.0
3452,Female,2.3,No,Urban,58.0,Secondary,36.0
3453,Male,3.5,No,Urban,78.7,none,47.7
3454,Female,12.7,Yes,Urban,64.2,Primary,86.5
3455,Male,11.1,Yes,Urban,95.4,Primary,89.8
3456,Male,5.6,No,Urban,52.5,none,39.1
3457,Female,12.9,Yes,Rural,58.0,Secondary,81.6
3458,Male,8.2,No,Rural,86.5,Secondary,60.8
3459,Female,8.0,No,Urban,91.4,Primary,62.3
3460,Female,0.0,No,Rural,82.7,Primary,23.5
3461,Female,12.0,Yes,Rural,98.7,Tertiary,100.0
3462,Female,9.6,No,Rural,74.6,Secondary,63.4
3463,Male,5.4,No,Urban,66.8,Primary,47.6
3464,Female,11.2,No,Urban,53.0,Secondary,68.9
3465,Female,9.9,No,Urban,82.3,Secondary,77.1
3466,Female,9.2,No,Urban,77.5,Tertiary,67.6
3467,Male,5.2,Yes,Urban,61.7,Primary,47.5
3468,Male,15.4,Yes,Rural,87.9,Primary,96.4
3469,Female,8.8,Yes,Rural,56.9,Tertiary,77.4
3470,Female,13.1,No,Urban,59.8,Primary,78.3
3471,Female,9.9,Yes,Rural,60.2,none,80.2
3472,Female,8.0,Yes,Urban,79.0,Secondary,82.9
3473,Female,7.4,No,Urban,51.7,Tertiary,58.9
3474,Male,11.8,No,Urban,71.7,Primary,70.3
3475,Male,9.0,No,Urban,98.6,Tertiary,62.4
3476,Female,11.3,No,Rural,88.5,Tertiary,72.7
3477,Female,9.5,Yes,Urban,89.6,Tertiary,90.5
3478,Male,13.8,Yes,Rural,94.4,Tertiary,100.0
3479,Male,11.4,No,Urban,70.6,Primary,73.2
3480,Male,9.7,No,Urban,64.0,Secondary,59.5
3481,Female,10.3,No,Urban,98.0,Primary,70.5
3482,Male,11.3,No,Rural,82.4,Secondary,79.1
3483,Female,7.9,No,Urban,57.7,Tertiary,53.7
3484,Female,10.3,No,Urban,99.4,Secondary,67.7
3485,Female,13.8,No,Rural,83.6,Tertiary,81.8
3486,Male,4.8,No,Rural,89.3,Secondary,45.9
3487,Female,3.6,No,Urban,62.5,Secondary,40.2
3488,Male,8.2,No,Urban,75.0,Primary,68.5
3489,Male,9.7,Yes,Rural,57.1,none,69.2
3490,Male,7.5,No,Urban,68.7,Secondary,59.9
3491,Male,8.0,No,Urban,77.4,Tertiary,69.4
3492,Male,4.7,No,Urban,71.2,Secondary,30.5
3493,Female,7.4,No,Rural,53.4,Tertiary,56.4
3494,Male,11.5,No,Urban,86.2,Secondary,80.7
3495,Female,11.0,No,Rural,88.9,Secondary,68.1
3496,Female,12.4,Yes,Urban,70.3,none,89.1
3497,Female,5.5,No,Urban,62.0,Tertiary,51.4
3498,Female,16.0,No,Urban,84.0,Secondary,89.4
3499,Female,15.5,Yes,Urban,78.5,Secondary,100.0
3500,Female,8.0,No,Urban,82.8,Tertiary,60.6
3501,Male,9.0,No,Rural,68.8,Tertiary,57.5
3502,Female,10.5,No,Urban,81.2,Secondary,82.6
3503,Male,15.6,Yes,Urban,70.3,Secondary,99.3
3504,Male,9.2,No,Rural,77.0,Secondary,60.4
3505,Male,8.5,No,Urban,63.9,Primary,58.7
3506,Male,10.3,Yes,Urban,70.2,Secondary,79.6
3507,Male,5.7,No,Urban,64.0,Secondary,48.5
3508,Female,11.1,Yes,Rural,82.3,Secondary,87.7
3509,Female,10.1,Yes,Urban,58.1,Tertiary,82.0
3510,Male,5.7,Yes,Urban,79.1,Secondary,76.4
3511,Male,11.2,No,Urban,79.1,Tertiary,76.7
3512,Male,5.5,Yes,Urban,90.9,none,63.2
3513,Male,9.8,Yes,Rural,87.5,Secondary,79.3
3514,Female,11.7,No,Urban,51.3,none,58.2
3515,Male,13.2,Yes,Urban,80.1,Tertiary,100.0
3516,Male,11.5,No,Urban,54.0,Primary,70.9
3517,Male,7.9,Yes,Urban,53.7,Secondary,65.6
3518,Female,7.7,No,Rural,92.0,Primary,63.3
3519,Male,5.1,No,Urban,63.1,Secondary,41.1
3520,Female,14.1,No,Urban,86.9,Secondary,90.1
3521,Male,5.7,Yes,Rural,99.3,none,64.4
3522,Female,5.8,Yes,Rural,99.4,Tertiary,77.1
3523,Male,7.1,No,Urban,85.0,Secondary,56.2
3524,Female,13.2,No,Urban,78.2,Secondary,90.0
3525,Male,11.4,No,Rural,90.5,Tertiary,79.2
3526,Male,11.9,Yes,Urban,59.2,Tertiary,82.3
3527,Female,15.5,No,Urban,99.5,Tertiary,99.1
3528,Female,8.6,No,Rural,60.1,Primary,53.4
3529,Male,7.1,No,Urban,84.9,Secondary,55.7
3530,Male,15.7,No,Urban,53.6,Secondary,78.3
3531,Male,5.7,No,Rural,57.5,Secondary,45.0
3532,Female,7.7,No,Urban,60.2,Secondary,62.4
3533,Female,9.8,No,Rural,71.6,Primary,69.0
3534,Female,7.7,No,Urban,60.5,Secondary,58.0
3535,Female,14.2,Yes,Rural,87.4,Secondary,96.6
3536,Male,7.8,No,Urban,65.3,none,58.4
3537,Female,10.0,No,Rural,68.0,Secondary,62.9
3538,Female,9.5,No,Rural,82.8,Secondary,70.2
3539,Male,9.2,No,Rural,51.6,Primary,49.2
3540,Female,14.4,No,Urban,97.3,Secondary,92.7
3541,Male,10.1,No,Rural,68.8,Tertiary,70.5
3542,Female,7.9,No,Urban,61.5,Primary,62.3
3543,Male,6.3,No,Rural,89.3,Primary,60.3
3544,Male,11.9,Yes,Rural,67.7,Secondary,84.4
3545,Male,10.8,No,Rural,67.8,Primary,71.5
3546,Male,7.9,No,Urban,64.6,Tertiary,52.3
3547,Male,4.3,No,Urban,54.9,Primary,40.0
3548,Male,13.7,Yes,Rural,85.8,Tertiary,97.1
3549,Female,5.0,No,Rural,80.5,Secondary,52.1
3550,Male,11.3,No,Rural,99.3,Secondary,75.6
3551,Male,15.5,No,Urban,81.3,Tertiary,90.9
3552,Female,7.3,No,Urban,51.6,Primary,44.1
3553,Female,7.9,No,Rural,73.7,Secondary,57.1
3554,Female,10.5,Yes,Urban,51.5,Primary,73.4
3555,Female,9.4,No,Urban,66.3,Primary,64.9
3556,Female,14.4,No,Urban,76.6,Tertiary,78.0
3557,Male,3.8,No,Rural,97.7,Secondary,46.4
3558,Female,13.4,No,Urban,51.0,Tertiary,77.2
3559,Male,15.1,No,Rural,98.4,Tertiary,95.7
3560,Male,13.4,No,Urban,95.3,Secondary,87.0
3561,Female,7.3,Yes,Urban,83.8,Secondary,77.0
3562,Male,6.2,No,Urban,54.7,Secondary,48.8
3563,Male,6.8,Yes,Urban,98.2,Secondary,69.8
3564,Female,15.1,No,Urban,78.2,none,87.5
3565,Male,4.2,No,Rural,50.0,Secondary,37.9
3566,Female,12.6,Yes,Urban,91.4,Secondary,100.0
3567,Female,10.7,No,Rural,61.1,Tertiary,75.4
3568,Female,12.4,No,Rural,63.6,Primary,66.4
3569,Female,7.5,No,Urban,79.8,Secondary,60.5
3570,Male,10.8,No,Urban,55.9,Tertiary,65.0
3571,Male,6.4,No,Urban,96.2,Tertiary,65.2
3572,Female,0.9,No,Rural,83.0,Secondary,25.7
3573,Male,8.0,No,Rural,67.2,Secondary,60.2
3574,Female,8.5,Yes,Urban,86.8,Primary,81.1
3575,Male,8.6,Yes,Rural,93.2,Secondary,86.5
3576,Male,16.0,Yes,Urban,91.6,Secondary,100.0
3577,Female,14.1,No,Urban,79.5,Primary,88.7
3578,Female,15.1,No,Urban,90.2,none,93.9
3579,Male,4.2,No,Urban,58.1,Primary,39.6
3580,Male,11.7,Yes,Urban,81.3,Tertiary,99.6
3581,Male,13.1,No,Urban,67.7,Secondary,69.7
3582,Male,14.8,Yes,Rural,65.2,Primary,99.8
3583,Female,16.0,Yes,Urban,57.3,Tertiary,100.0
3584,Male,4.5,No,Urban,52.0,Primary,42.1
3585,Male,9.8,Yes,Rural,50.9,Secondary,77.3
3586,Male,12.0,Yes,Urban,93.8,Secondary,99.2
3587,Female,9.4,No,Rural,84.3,Primary,57.6
3588,Female,2.3,Yes,Urban,83.8,Primary,56.8
3589,Male,9.7,No,Rural,80.0,Tertiary,67.1
3590,Male,14.1,No,Urban,69.1,Primary,79.8
3591,Female,7.3,Yes,Rural,67.7,Primary,65.4
3592,Male,16.0,No,Urban,63.9,Secondary,79.3
3593,Male,7.9,Yes,Urban,67.1,Tertiary,80.3
3594,Male,11.7,No,Rural,85.5,Primary,78.6
3595,Female,14.9,No,Urban,74.7,none,84.9
3596,Male,13.0,No,Urban,87.7,Secondary,89.0
3597,Male,10.2,No,Urban,54.7,Secondary,58.2
3598,Male,11.1,Yes,Rural,74.9,none,73.3
3599,Female,9.8,No,Urban,69.3,Secondary,56.1
3600,Female,8.9,Yes,Rural,50.9,Secondary,65.3
3601,Male,10.6,No,Urban,58.3,Tertiary,68.4
3602,Male,14.5,No,Urban,54.6,Secondary,81.1
3603,Male,8.1,No,Urban,67.8,Secondary,58.0
3604,Male,11.2,No,Urban,85.9,Secondary,82.4
3605,Male,9.8,Yes,Urban,82.3,Tertiary,89.8
3606,Female,13.0,No,Urban,80.1,Secondary,81.8
3607,Female,11.1,No,Rural,74.8,Secondary,75.2
3608,Male,13.2,No,Urban,54.3,Secondary,70.8
3609,Female,6.0,No,Urban,77.4,Primary,59.2
3610,Male,4.6,No,Urban,60.7,Secondary,38.3
3611,Female,15.6,No,Urban,92.4,Tertiary,100.0
3612,Female,8.4,Yes,Rural,60.5,Secondary,75.8
3613,Male,9.5,No,Urban,91.3,Secondary,62.2
3614,Female,10.7,No,Urban,78.0,Tertiary,79.9
3615,Female,9.5,Yes,Rural,69.0,none,68.7
3616,Female,15.3,Yes,Urban,63.1,Secondary,100.0
3617,Female,4.4,No,Urban,75.8,Tertiary,53.2
3618,Male,16.0,No,Urban,79.0,Tertiary,89.0
3619,Female,4.2,Yes,Rural,57.3,Tertiary,64.9
3620,Male,10.8,No,Rural,99.3,Tertiary,78.4
3621,Male,13.1,Yes,Urban,58.8,Secondary,99.6
3622,Female,3.7,Yes,Rural,85.5,Secondary,60.6
3623,Male,13.1,No,Urban,98.9,Secondary,84.3
3624,Male,12.9,No,Urban,98.9,Tertiary,84.3
3625,Male,13.6,No,Urban,88.0,Tertiary,83.2
3626,Male,5.8,No,Urban,96.7,Tertiary,63.4
3627,Male,10.5,No,Rural,88.2,Secondary,74.5
3628,Female,10.2,No,Rural,81.4,Tertiary,78.6
3629,Male,7.8,Yes,Rural,60.7,Tertiary,70.2
3630,Male,12.5,No,Rural,54.0,Secondary,64.0
3631,Female,6.8,Yes,Urban,52.1,Secondary,68.1
3632,Female,7.1,No,Rural,71.0,Secondary,52.4
3633,Female,12.2,No,Urban,79.5,Secondary,73.4
3634,Female,5.5,No,Rural,70.5,Tertiary,46.5
3635,Female,13.0,No,Urban,86.8,Primary,82.4
3636,Male,16.0,No,Urban,76.0,Secondary,89.4
3637,Male,6.4,Yes,Urban,64.1,Secondary,67.8
3638,Male,6.3,Yes,Urban,97.6,Tertiary,76.9
3639,Male,13.1,Yes,Rural,69.5,Secondary,93.1
3640,Male,7.0,Yes,Rural,55.9,Primary,59.9
3641,Male,10.0,Yes,Urban,89.5,Secondary,82.4
3642,Female,12.4,No,Urban,59.9,Primary,77.8
3643,Female,14.3,No,Urban,54.9,Secondary,82.0
3644,Female,10.0,No,Rural,82.5,none,72.9
3645,Male,16.0,No,Urban,87.5,Secondary,88.7
3646,Male,6.6,No,Urban,52.6,Primary,41.7
3647,Female,9.4,No,Urban,83.0,Secondary,65.9
3648,Female,16.0,No,Urban,86.0,Tertiary,100.0
3649,Female,10.9,Yes,Urban,81.3,Tertiary,89.8
3650,Male,12.0,Yes,Rural,92.9,Tertiary,97.2
3651,Female,9.1,Yes,Urban,51.8,Tertiary,76.4
3652,Female,16.0,No,Urban,97.7,none,95.5
3653,Female,15.8,No,Urban,81.4,Tertiary,97.0
3654,Female,11.2,Yes,Urban,74.4,Secondary,79.8
3655,Male,11.5,No,Urban,54.3,Tertiary,67.5
3656,Female,13.1,No,Urban,52.3,Secondary,78.7
3657,Female,13.3,No,Urban,93.8,Primary,87.2
3658,Female,15.1,No,Urban,77.2,Secondary,90.8
3659,Female,12.1,No,Urban,57.0,Secondary,82.7
3660,Female,16.0,No,Urban,63.5,Secondary,83.1
3661,Male,10.2,No,Rural,76.6,Primary,56.7
3662,Male,6.9,Yes,Urban,89.4,none,71.7
3663,Male,8.1,No,Rural,69.5,none,44.6
3664,Female,10.2,No,Rural,96.8,Primary,76.2
3665,Female,8.1,Yes,Urban,59.2,none,64.1
3666,Female,10.2,No,Rural,90.3,Secondary,73.9
3667,Female,6.8,No,Rural,60.4,Tertiary,43.6
3668,Male,9.2,No,Urban,68.0,Primary,59.3
3669,Male,11.4,No,Urban,95.2,Tertiary,88.1
3670,Female,10.0,Yes,Urban,79.5,Secondary,81.9
3671,Male,10.0,Yes,Urban,56.2,none,71.0
3672,Female,2.5,No,Urban,61.7,Tertiary,37.8
3673,Male,7.3,No,Rural,50.1,Secondary,47.3
3674,Female,15.0,No,Urban,66.3,Tertiary,89.3
3675,Female,11.6,Yes,Urban,76.4,none,89.9
3676,Male,6.2,No,Urban,78.4,Secondary,68.7
3677,Male,13.7,No,Rural,97.1,Primary,75.8
3678,Male,7.2,No,Rural,93.4,none,58.8
3679,Male,7.6,No,Urban,93.7,Secondary,66.3
3680,Female,13.2,No,Urban,87.9,Secondary,88.7
3681,Male,9.9,No,Urban,75.6,Secondary,66.9
3682,Female,7.0,Yes,Urban,83.0,Tertiary,83.5
3683,Male,6.5,Yes,Rural,80.8,Secondary,71.1
3684,Female,9.7,No,Urban,75.7,none,61.6
3685,Female,10.9,No,Rural,86.8,Secondary,73.6
3686,Male,9.6,No,Rural,98.0,Tertiary,86.0
3687,Female,7.5,No,Rural,72.1,Secondary,57.4
3688,Female,13.6,No,Rural,65.8,Primary,70.2
3689,Male,10.1,No,Urban,99.3,Primary,73.3
3690,Female,6.8,No,Urban,89.6,Secondary,64.1
3691,Female,5.4,Yes,Rural,99.0,Tertiary,80.9
3692,Female,1.2,No,Rural,70.3,Tertiary,30.9
3693,Female,12.3,Yes,Urban,99.8,none,100.0
3694,Female,8.5,Yes,Urban,78.1,Primary,77.3
3695,Male,6.1,No,Urban,71.6,Secondary,55.7
3696,Male,12.4,No,Rural,69.2,Secondary,71.4
3697,Female,3.5,No,Urban,67.6,Tertiary,48.4
3698,Male,11.7,No,Urban,71.0,Secondary,76.5
3699,Male,3.7,Yes,Rural,74.7,Secondary,51.3
3700,Male,7.9,Yes,Rural,96.8,Tertiary,71.6
3701,Female,5.1,No,Urban,81.2,Primary,52.7
3702,Female,15.3,No,Rural,81.2,Tertiary,92.0
3703,Male,8.9,No,Rural,75.2,Primary,59.3
3704,Female,13.6,Yes,Rural,53.7,none,87.5
3705,Male,7.6,No,Urban,65.2,Secondary,63.4
3706,Male,13.7,No,Rural,95.7,none,80.9
3707,Male,11.6,Yes,Urban,64.3,Tertiary,87.3
3708,Male,11.4,No,Rural,60.0,Primary,59.8
3709,Female,6.4,Yes,Rural,50.6,Tertiary,58.5
3710,Male,12.6,Yes,Rural,79.2,none,86.4
3711,Male,7.9,No,Urban,52.9,Secondary,58.7
3712,Male,8.2,No,Urban,90.5,Secondary,65.4
3713,Male,15.0,No,Urban,77.5,Tertiary,83.0
3714,Female,2.8,Yes,Rural,69.7,Secondary,61.5
3715,Female,14.4,No,Urban,89.9,Secondary,94.0
3716,Male,7.7,Yes,Rural,88.0,none,72.9
3717,Female,14.0,Yes,Urban,69.7,Secondary,99.9
3718,Female,13.9,Yes,Urban,70.7,Secondary,94.6
3719,Female,16.0,No,Rural,62.2,Primary,78.5
3720,Female,9.3,No,Rural,52.0,Secondary,52.8
3721,Female,10.3,No,Urban,61.6,Tertiary,71.6
3722,Female,7.6,No,Urban,64.2,Tertiary,60.6
3723,Male,12.6,No,Urban,84.8,Secondary,84.0
3724,Female,4.5,No,Urban,94.8,Secondary,57.5
3725,Female,13.3,Yes,Rural,62.5,Tertiary,88.8
3726,Male,10.5,Yes,Urban,95.6,Tertiary,89.2
3727,Male,7.2,Yes,Urban,61.4,Tertiary,71.4
3728,Female,7.1,Yes,Urban,65.7,Tertiary,72.2
3729,Male,10.1,Yes,Urban,93.9,Secondary,94.9
3730,Female,12.3,No,Urban,63.2,Secondary,67.5
3731,Female,12.5,No,Urban,58.1,Secondary,77.9
3732,Male,6.2,Yes,Rural,95.9,Primary,69.0
3733,Female,0.7,No,Urban,80.9,Tertiary,35.7
3734,Female,9.5,No,Urban,75.8,Secondary,67.8
3735,Male,7.0,Yes,Urban,88.2,Tertiary,68.5
3736,Male,16.0,No,Rural,53.0,Secondary,76.5
3737,Female,8.3,Yes,Rural,54.0,Tertiary,66.7
3738,Male,14.7,No,Rural,67.3,Tertiary,81.3
3739,Male,7.3,No,Urban,72.3,none,45.8
3740,Female,13.8,No,Rural,50.1,Tertiary,78.4
3741,Female,5.1,Yes,Rural,90.2,Tertiary,70.1
3742,Female,7.3,No,Urban,59.1,Tertiary,58.6
3743,Female,5.3,Yes,Urban,69.2,Secondary,63.6
3744,Female,8.5,Yes,Rural,81.0,Secondary,75.7
3745,Male,0.9,No,Rural,91.3,Secondary,35.6
3746,Female,2.5,No,Rural,76.5,Tertiary,40.3
3747,Male,6.2,Yes,Urban,69.2,Tertiary,65.6
3748,Female,10.7,Yes,Urban,86.6,none,86.1
3749,Male,10.1,No,Urban,73.0,Tertiary,63.6
3750,Male,5.5,No,Rural,97.4,Secondary,49.2
3751,Male,16.0,No,Rural,87.8,Secondary,82.8
3752,Male,12.7,No,Rural,70.0,Secondary,70.2
3753,Female,16.0,No,Rural,72.3,Primary,86.1
3754,Female,9.3,Yes,Rural,90.8,Tertiary,79.1
3755,Female,4.2,No,Rural,70.8,none,39.0
3756,Male,6.2,No,Urban,84.4,Primary,53.5
3757,Male,0.7,Yes,Urban,71.2,Tertiary,46.6
3758,Male,9.6,No,Urban,85.6,Secondary,69.0
3759,Female,7.9,No,Rural,70.8,Tertiary,60.1
3760,Female,10.6,No,Urban,63.9,Secondary,60.4
3761,Male,9.2,Yes,Rural,62.4,Tertiary,74.3
3762,Male,10.8,No,Urban,65.6,Secondary,60.5
3763,Male,11.4,No,Rural,55.2,Tertiary,59.6
3764,Female,14.4,No,Rural,69.6,Primary,71.3
3765,Female,12.2,No,Rural,66.9,Tertiary,67.5
3766,Male,1.0,Yes,Rural,52.6,Tertiary,35.9
3767,Male,9.6,No,Urban,62.2,none,61.0
3768,Female,10.6,No,Rural,56.5,Secondary,55.1
3769,Female,9.2,No,Rural,75.7,Primary,61.9
3770,Male,8.5,No,Urban,84.3,Tertiary,61.9
3771,Female,14.9,No,Rural,81.9,Primary,95.3
3772,Male,5.8,No,Urban,89.0,Primary,55.8
3773,Male,5.3,Yes,Urban,56.0,none,64.9
3774,Female,8.5,No,Rural,99.6,Primary,64.1
3775,Male,7.0,Yes,Urban,55.9,Primary,61.9
3776,Female,7.9,No,Urban,99.7,Tertiary,78.7
3777,Female,16.0,No,Urban,56.1,Tertiary,88.0
3778,Female,7.8,No,Urban,80.1,Tertiary,58.8
3779,Female,7.7,Yes,Urban,88.9,Primary,77.8
3780,Female,6.9,No,Rural,92.8,Primary,52.7
3781,Male,13.8,No,Urban,74.7,Secondary,79.9
3782,Male,13.0,No,Rural,71.1,Secondary,73.0
3783,Male,12.5,No,Rural,84.0,Tertiary,69.4
3784,Male,11.9,No,Rural,63.5,Secondary,66.7
3785,Female,5.7,No,Urban,90.5,Primary,55.7
3786,Female,14.0,No,Urban,72.0,Secondary,93.5
3787,Male,10.1,Yes,Rural,83.0,Secondary,87.1
3788,Female,4.6,No,Urban,83.5,Primary,49.5
3789,Male,13.4,Yes,Rural,91.6,Secondary,95.5
3790,Female,6.6,No,Urban,86.0,Secondary,59.3
3791,Male,6.0,No,Urban,52.2,Secondary,51.0
3792,Female,10.1,No,Rural,66.8,Primary,65.8
3793,Male,12.5,No,Urban,96.8,Primary,88.4
3794,Male,10.2,No,Urban,60.9,Tertiary,68.1
3795,Male,6.7,Yes,Rural,89.9,Primary,65.7
3796,Male,13.9,Yes,Urban,72.3,Secondary,96.4
3797,Female,7.4,No,Urban,60.2,Tertiary,51.2
3798,Male,10.0,No,Rural,50.9,Tertiary,68.1
3799,Female,9.8,Yes,Urban,75.1,Tertiary,84.5
3800,Female,6.0,No,Urban,57.6,Tertiary,59.3
3801,Male,16.0,No,Rural,91.8,Tertiary,98.9
3802,Male,12.6,No,Rural,77.7,Tertiary,80.5
3803,Female,16.0,No,Urban,62.2,Secondary,100.0
3804,Male,5.1,No,Urban,75.3,Primary,48.0
3805,Female,10.8,No,Urban,76.7,Primary,68.9
3806,Male,14.9,No,Urban,78.1,Tertiary,80.4
3807,Male,7.2,No,Rural,96.0,Tertiary,57.8
3808,Female,7.7,No,Urban,72.2,Tertiary,68.4
3809,Female,4.4,No,Rural,99.8,Primary,56.2
3810,Female,4.2,No,Urban,83.9,none,44.3
3811,Male,9.4,Yes,Urban,51.8,Secondary,73.6
3812,Female,11.0,Yes,Rural,62.1,Tertiary,86.2
3813,Male,12.2,No,Rural,51.4,Tertiary,76.5
3814,Female,8.5,No,Urban,96.7,Secondary,76.2
3815,Male,4.9,No,Urban,75.2,Primary,46.8
3816,Female,10.6,No,Rural,96.0,none,68.4
3817,Male,12.9,No,Rural,83.3,Secondary,79.3
3818,Female,13.6,Yes,Urban,77.7,Tertiary,94.1
3819,Male,8.1,No,Rural,56.0,Primary,44.7
3820,Female,13.0,Yes,Rural,72.8,Tertiary,85.0
3821,Female,10.2,No,Urban,94.3,Secondary,75.3
3822,Female,4.2,Yes,Urban,73.8,Tertiary,62.4
3823,Male,11.1,No,Urban,67.9,Tertiary,68.6
3824,Male,12.4,Yes,Rural,85.8,none,92.1
3825,Female,16.0,No,Urban,50.8,Secondary,86.5
3826,Male,8.2,No,Urban,87.3,Primary,62.1
3827,Male,16.0,No,Urban,88.5,Secondary,93.9
3828,Male,9.6,No,Urban,95.3,Secondary,81.5
