RecordID,Year_Sort,Year,Month,Day,Circa,DatingNotes,Place,Diocese,Province,CountryModern,PlaceNotes,Latitude,Longitude,Jurisdiction_ID,Jurisdiction_ID2,Jurisdiction_ID3,Jurisdiction_ID4,Jurisdiction_ID5,Jurisdiction_ID6,Classification,ClassificationNotes,IssuingAuthority,IssuingAuthorityAlt,RegnalStart,RegnalEnd,Delegated,Language,LanguageNotes,Source,SourceOther,Edition,EditionOther,Source_URL,Source_URL2,SourceNotes,TranscriptionNotes,NoKnownText,TextNeeded,Fragment,BaseText,OCR,GeneralNotes,Transcription,BiblioRefs
2084,1336,1336,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Arnaldo Sescomes,,1334,1346,,Latin,,,,"Tejada y Ramiro, Coleccion, VI, 68-71","Mansi 25, coll 1078-1082",https://books.google.com/books?id=MEM8YN-LR1kC,https://gallica.bnf.fr/ark:/12148/bpt6k516090/,,,,,,Data Capture,,18 decrees,Reviewed ,
2086,1341,1341,12,9,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Arnaldo,,,,,Latin,with Old Spanish translation in parallel column,,,"Tejada y Ramiro, Coleccion, III, 558-63",,https://books.google.com/books?id=EPRWl_29PlsC,,,,,,,Data Capture,,3 decrees,Reviewed ,
2087,1353,1353,12,9,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Sancho López de Ayerbe,,1346,1357,,Latin,,,,"Tejada y Ramiro, Coleccion, VI, 75-76",,https://books.google.com/books?id=MEM8YN-LR1kC,,,,,,,Data Capture,,,Reviewed ,
2088,1357,1357,3,20,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Sancho López de Ayerbe,,1346,1357,,Latin,,,,"Tejada y Ramiro, Coleccion, VI, 76-82",,https://books.google.com/books?id=MEM8YN-LR1kC,,,,,,,Data Capture,,12 decrees (11 published in Agustin edition),Reviewed ,
2089,1369,1369,11,7,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Pere de Clasquerí,,1357,1380,,Latin,,,,"Tejada y Ramiro, Coleccion, VI, 86-89",,https://books.google.com/books?id=MEM8YN-LR1kC,,,,,,Yes,Data Capture,,10 decrees,Reviewed ,
2094,1233,1233,,,,,Saint-Brieuc,Saint-Brieuc,Tours,France,,48.5136,-2.7653,D447,,,,,,Diocesan,"Promulgated by AB of Tours, during episcopal visitation of diocese of St-B, with consent of Bp Guillaume Pinchon (r. 1220-1234)",Juhel de Mathefelon,Juhellus,1229,1244,,Latin,,,,"Mansi 22, coll 320-22",,https://gallica.bnf.fr/ark:/12148/bpt6k51606z/,,,,,,,"GoogleBooks
Data Capture",,14 decrees,Reviewed ,"Palazzini, Dizionario, sv Tours"
2095,1228,1228,6,7,,,Valladolid,,[Spain],Spain,"went on to hold councils at Salamanca and Lleida, and elsewhere",41.633333,-4.716667,P069,P078,D660,D661,D662,,Legatine,For prelates of Castile and Leon,"Juan de Alegrin, Bp of Sabina",,,,,Old Spanish,,,,"Tejada y Ramiro, Coleccion, III, 324-29",,https://books.google.com/books?id=EPRWl_29PlsC,,,,,,,"GoogleBooks
Data Capture",Yes,focused on implementation of Lateran IV,Reviewed ,
2100,1230,1230,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Asparec de la Barca,Aspargo Barca,1215,1233,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 253-255",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2101,1239,1239,4,18,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Pere d'Albalat,Pedro de Albalat,1237,1251,,Latin,,"Barcelona, ACA, MS Ripoll 204, fol 104rv",,"Brundage, Council of Tarragona, 25-27","Pons Guri, Constitucions, Repr. 258-61",,,,CoSyn transcription from Brundage edition,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2102,1240,1240,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Pere d'Albalat,,1237,1251,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 262-64",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2103,1244,1244,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Pere d'Albalat,,1237,1251,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 276-78",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2104,1247,1247,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Pere d'Albalat,,1237,1251,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 283-85",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2105,1250,1250,,,,,Tarragona,Tarragona,Tarragona,Spain,also held in part at Alcanyic,41.115697,1.249594,P077,,,,,,Provincial,,Pere d'Albalat,,1237,1251,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 287-89",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2106,1256,1256,,,,,Tarragona,Tarragona,Tarragona,Spain,,41.115697,1.249594,P077,,,,,,Provincial,,Benet de Rocaberti,,1251,1268,,Latin,,,,"Pons Guri, Constitucions conciliars, Repr. II, 295-96",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2107,1246,1246,,,,,Nevers,Nevers,Sens,France,,46.9933,3.1572,D454,,,,,,Other,Fragmentum statutorum ecclesiae Nivernensis (for canons and clerics of the cathedral),Robert Le Cornu,,1240,1253,,Latin,,,,"Mansi 23, cols 731-734",,https://books.google.com/books?id=CSdPAAAAYAAJ,,,,,,Yes,WebDownload,Yes,,Reviewed ,
2108,1255,1255,4,13,,,Bordeaux,Bordeaux,Bordeaux,France,,44.837912,-0.579541,D365,,,,,,Provincial,"Unclear (acc. Avril, Statuts V, 9) whether this is diocesan or provincial legislation; he suggests that it was composed at the archbishop's initiative in order to be integrated into diocesan legislation (as following the example of Cognac 1238).",,,,,,Latin,,,,"Mansi 23, cols 857-66","Avril, Statuts, V, 15-17",https://books.google.com/books?id=CSdPAAAAYAAJ,,,"Avril edition gives only incipits and cross-references to sources, so Mansi edition was used for CoSyn transcription",,,,Hard Copy Scan,Yes,,Reviewed ,
2109,1345,1345,12,15,,,Palencia,Palencia,Toledo,Spain,,42.016667,-4.533333,D608,,,,,,Diocesan,,Blas Fernández de Toledo,,1343,1353,,Old Spanish,with Latin additions,,,"Synodicon Hispanum, VII, pp356-77","San Martin, Sinodos diocesanos",,,,,,,,"Library Scan
Hard Copy Scan",Yes,Corresponding text in Latin,Reviewed ,
2110,1294,1294,9,21,,,Coutances,Coutances,Rouen,France,,49.046111,-1.443889,D436,,,,,,Diocesan,,Robert d’Harcourt,,1291,1315,,Latin,,,,"Avril, Statuts, V, 223",,,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
2111,1292,1292-1295,,,Yes,"first redaction in 1292-1293, with additions and corrections in 1294-1295 (see Avril, Bourges, 210)",Mende,Mende,Bourges,France,,44.51944,3.50139,D384,,,,,,Compilation (Diocesan),LIber synodalis; Constititutiones (second part of the text),William Durand,Guglielmus Durantis,1286,1296,,Latin,,,,"Avril, Bourges, 312-350","Instructions et constitutions de Guillaume Durand le Spéculateur publiées d’après le manuscrit de Cessenon. Eds. Jos. Berthelé and M. Valmary. Montpellier: Delord-Boehm et Martial, 1900. [=Mémoires de l’Académie des sciences et lettres de Montpellier, ser. 2, 3 (1905): 1-148.])",,,"It is possible that authorial corrections survive in Cessenon MS (now AD Herault 10 F 96), but Avril is doubtful",,,,,Hard Copy Scan,Yes,,Reviewed ,
2119,1300,1300,,,,Saint Luke synod,Angers,Angers,Tours,France,,47.473612,-0.554167,D441,,,,,,Diocesan,,Guillaume le Maire,Guillermus Major,1291,1317,,Latin,,,,"Avril, Statuts, III, 204-07",,https://gallica.bnf.fr/ark:/12148/bpt6k6264436k,,,,,,,Hard Copy Scan,Yes,,Reviewed ,
2120,1280,1275x1286,,,Yes,,Digne,Digne,Embrun,France,,44.093333,6.236389,D388,,,,,,Diocesan,,,,,,,Latin,,"Digne-les-Bains, Arch dép des Alpes-de-Haute-Provence, 1 G 1 [=G 1], fol. IIIv-IV","Digne-les-Bains, Arch dép des Alpes-de-Haute-Provence, 1 G 467, IIIv-IV","Mansi 23, 1181-84",,https://books.google.com/books?id=CSdPAAAAYAAJ,, [IRHT MF 07960]/ MF 07207,CoSyn Transcription from Mansi edition,,,,Digital MS,,"Extracted from statutes issued by Jacques de Serene, AB Embrun (r. 1275-1286); reissued as diocesan statutes for Digne, though not necessarily in synod",Reviewed ,"Kay, ""Hostiensis and some Provincial Councils of Embrun"", for discussion of MSS"
2121,1246,1246,,,,,Meaux,Meaux,Sens,France,,48.960278,2.888333,D458,,,,,,Other,Statutes for Cathedral Chapter,,,,,,Latin,,,,"Du Plessis, Histoire de l'Eglise de Meaux (1731), II, 477-78",,https://books.google.com/books?id=Gl9S_qgEcKgC,,,,,,,"GoogleBooks
Data Capture",,,Reviewed ,
2125,1334,1334,10,19,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,,Gui III de Boulogne,,1324,1336,,Latin,,"Paris BnF Latin 1592, fols. 33va-34ra","Tilburg, Universiteitsbibliotheek (olim Bibliotheek Theologische Faculteit) HS 15, fol. 52rv","Caspers, Synodale Statuten, 307-308 (from Tilburg MS)",,,,,,,,,Digital MS,,,Reviewed ,
2126,1335,1335,10,1,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,,Gui III de Boulogne,,1324,1336,,Latin,,"Paris BnF Latin 1592, fols. 34ra-34vb","Tilburg, Universiteitsbibliotheek (olim Bibliotheek Theologische Faculteit) HS 15, fol. 52v-53v","Caspers, Synodale Statuten, 308-310 (from Tilburg MS)",,,,,,,,,Digital MS,,,Reviewed ,
2127,1336,1336,10,1,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,,sede vacante,,,,,Latin,,"Paris BnF Latin 1592, fols. 34vb-35ra","Tilburg, Universiteitsbibliotheek (olim Bibliotheek Theologische Faculteit), HS 15, fol. 53v","Caspers, Synodale Statuten, 310 (from Tilburg MS)",,,,,,,,,Digital MS,,,Reviewed ,
2145,1355,1355,5,13,,,Utrecht,Utrecht,Cologne,Netherlands,,52.083,5.1,D543,,,,,,Diocesan,,Jan van Arkel,,1342,1364,,Latin,,,,"Joosting, Bronnen, V, 136-37",,https://resolver.kb.nl/resolve?urn=MMKB02:100007906,,,,,,,Data Capture,,,Reviewed ,
2146,1355,1355,5,13,,,Utrecht,Utrecht,Cologne,Netherlands,,52.083,5.1,D543,,,,,,Diocesan,,Jan van Arkel,,1342,1364,,Latin,,,,"Joosting, Bronnen, V, 137-38",,https://resolver.kb.nl/resolve?urn=MMKB02:100007906,,,,,,,Data Capture,,,Reviewed ,
2147,1355,1355,5,5,,,Utrecht,Utrecht,Cologne,Netherlands,,52.083,5.1,D543,,,,,,Diocesan,,Jan van Arkel,,1342,1364,,Latin,,,,"Joosting, Bronnen, V, 138-40",,https://resolver.kb.nl/resolve?urn=MMKB02:100007906,,,,,,,Data Capture,,,Reviewed ,
2149,1363,1363,2,23,,,Reims,Reims,Reims,France,,49.26278,4.03472,D421,,,,,,Diocesan,,Jean III de Craon,,1355,1373,,Latin,,"Paris BnF lat 1598, fol. 56r-57r","Vatican, BAV, Vat Lat 9868, f. 533v-534r",,,,,"Maurist 18th-c transcription in Vatican MS. In the Paris MS, these statutes present themselves as a continuation of the synodal of Reims of Guillaume de Trie, of which they form the 7th precept of the 14th locus.",Transcription by Christine Barralis from Paris MS,,,,Digital MS,,"Inc. Septimum preceptum. Nos Johannes miseratione...
Expl. ordinamus ac iubemus.",Reviewed ,
2152,1343,1343,,,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,per vicarios,Gui de Ventadour,,1342,1349,Yes,Latin,,,,"Reusens, Statuta, 103-105",,,,,,,,,"GoogleBooks
Library Scan
WebDownload",Yes,,Reviewed ,
2153,1345,1345,5,23,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,,Gui de Ventadour,,1342,1349,,Latin,,,,"Reusens, Statuta, 105-6",,,,,,,,,"GoogleBooks
Library Scan
WebDownload",Yes,,Reviewed ,
2154,1349,1349,,,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,,Pierre IV de Clermont,,1349,1368,,Latin,,,,"Reusens, Statuta, 106-8",,,,,,,,,"GoogleBooks
Library Scan
WebDownload",Yes,,Reviewed ,
2155,1350,1350,,,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,,Pierre IV de Clermont,,1349,1368,,Latin,,,,"Reusens, Statuta, 110-12",,,,,,,,,"GoogleBooks
Library Scan
WebDownload",Yes,,Reviewed ,
2156,1356,1356,5,24,,Month uncertain,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Other,Episcopal mandate,Pierre IV de Clermont,,1349,1368,,Latin,,,,"Reusens, Statuta, 108-9",,,,,,,,,"GoogleBooks
Library Scan
WebDownload",Yes,,Reviewed ,
2157,1369,1369/1370,,,Yes,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,issued by vicars general,Robert de Genève,,1368,1371,Yes,Latin,,,,"Reusens, Statuta, 112",,,,,,,,,"GoogleBooks
Library Scan
WebDownload",Yes,,Reviewed ,
2158,1360,1360,1,14,,a.s. 1359,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,,Pierre de Clermont,Petrus de Claromonte,1349,1368,,Latin,,"Paris BnF Latin 1592, f. 40r",,"Gousset, APER, III, 87","Acta et decreta synodi diocesanae Cameracensis...R. de Croy (Douai, 1550)(partial)",https://books.google.com/books?id=XNU-AAAAcAAJ,,"Paris MS includes dating clause at end: ""Datum cameraci sub sigillo nostro anno domini m' ccc' lix' xiiii' die mensis ianuarii vobis etiam singulis manifestandum per decanum [geralmontis?]""",,,,,WebDownload,,"Inc. percipimus quosdam...

Survives as tit. XXIX in 1550 compilation.",Reviewed ,
2160,1462,1462,,,,,Cambrai,Cambrai,Reims,France,,50.175579,3.2345,D430,,,,,,Diocesan,issued by vicars general,Jean VI de Bourgogne,,1439,1479,Yes,Latin,,,,"Reusens, Statuta, 113",,,,,,,,,"GoogleBooks
Library Scan
WebDownload",Yes,,Reviewed ,
2162,1290,1290,,,,feria tertia post octavas sanctissimae Trinitatis,Trier,Trier,Trier,Germany,,49.7596,6.6439,D573,,,,,,Diocesan,,Bohemond I von Warnesberg ,,1286,1299,,Latin,,,,"Blattau, Statuta synodalia, I, 60-62",,https://books.google.com/books?id=dow-AAAAcAAJ,,,,,,,"GoogleBooks
WebDownload",Yes,,Reviewed ,
2163,1338,1338,4,8,,,Trier,Trier,Trier,Germany,,49.7596,6.6439,P083,,,,,,Provincial,,Baldwin of Luxembourg,,1307,1354,,Latin,,,,"Blattau, Statuta synodalia, I, 166-168",,https://books.google.com/books?id=dow-AAAAcAAJ,,,,,,,"GoogleBooks
WebDownload",Yes,concerning feast days,Reviewed ,
2164,1338,1338,,,,,Trier,Trier,Trier,Germany,,49.7596,6.6439,P083,,,,,,Provincial,,Baldwin of Luxembourg,,1307,1354,,Latin,,,,"Blattau, Statuta synodalia, I, 171-72",,https://books.google.com/books?id=dow-AAAAcAAJ,,,,,,,"GoogleBooks
WebDownload",Yes,revoking some statutes of 1310 concerning excommunication,Reviewed ,
2165,1414,1414,8,12,,,Lucca,Lucca,[Holy See],Italy,,43.85,10.5,D127,,,,,,Diocesan,,Nicolo Guinigi,,,,,Latin,,,,"Dinelli, Sinodi, 125-27",,"https://books.google.com/books?id=5lVfAAAAcAAJ
",,,,,,,"GoogleBooks
WebDownload",Yes,,Reviewed ,
2167,1242,1242,10,18,,,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,"issued by Bernardo de Villagranada, archdeacon",sede vacante,,,,Yes,Latin,,"Barcelona, Arxiu Capitular, CT. fols. 192v-193r",,"Synodicon Hispanum 13, 141-143",,,,,CoSyn transcription from SH edition,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2168,1244,1244,3,1,,,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,,Pere de Centelles,,1243,1252,,Latin,,"Barcelona, Arxiu Capitular, CT. fols. 192v-193r",,"Synodicon Hispanum 13, 143-151",,,,,CoSyn transcription from SH edition,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2169,1244,1244,11,7,,,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,,Pere de Centelles,,1243,1252,,Latin,,"Barcelona, Arxiu Capitular, CT. fols. 187rv",,"Synodicon Hispanum 13, 151-153",,,,,CoSyn transcription from SH edition,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2170,1258,1258,2,15,,"Lengthy discussion of dating in SH 13, 154-56",Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,,Arnau de Gurb,,1252,1284,,Latin,,"Barcelona, Arxiu Capitular, CT. fols. 187v-192v",,"Synodicon Hispanum 13, 153-166",,,,,CoSyn transcription from SH edition,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2171,1291,1291,3,15,,"Contains earlier episcopal statutes, including from 1276 and 1279",Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,,Bernat Pelegrí OFM,,1288,1300,,Latin,,"Barcelona, Arxiu Capitular, CT. fols. 193r-198r",,"Synodicon Hispanum 13, 166-178",,,,,CoSyn transcription from SH edition,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2172,1301,1300-1301,,,Yes,some of the constitutions issued 25 July 1300; the rest on 18 March 1301,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,"issued by archdeacon and vicar general Hugo de Cardona; those from 1300 issued sede vacante, those of 1301 issued after election of new bishop, but prior to his consecration in 1303",Ponç de Gualba,,1303,1334,Yes,Latin,,,,"Synodicon Hispanum 13, 178-184",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2173,1323,1323,4,25,,,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,,Ponç de Gualba,,1303,1304,,Latin,,,,"Synodicon Hispanum 13, 220-23",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2174,1345,1345,8,19,,,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,,Bernat Oliver,,1345,1346,,Latin,,,,"Synodicon Hispanum 13, 235-40",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,c. 4 - rectores to have copy of these constitutions,Reviewed ,
2175,1354,1354,6,6,,,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,Issued by vicar Francesc Ruffach,Miquel de Ricoma,,1346,1361,Yes,Latin,,,,"Synodicon Hispanum 13, 290-299",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2176,1413,1413,5,10,,,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,,Francisco Climent Sapera,,1410,1415,,Latin,,,,"Synodicon Hispanum 13, 299-303",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2177,1421,1421,5,10,,,Barcelona,Barcelona,Tarragona,Spain,,41.383333,2.183333,D643,,,,,,Diocesan,,Francisco Climent Sapera,,1419,1429,,Latin,,,,"Synodicon Hispanum 13, 303-8",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2178,1240,1238x1247,,,Yes,,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Ramón de Siscar,,1238,1247,,Latin,,,,"Synodicon Hispanum 13, 316-30",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2179,1250,1248x1255,,,Yes,,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Guillermo de Barberá,,1248,1255,,Latin,,,,"Synodicon Hispanum 13, 331-333",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2180,1270,1257x1282,,,Yes,,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Guillermo de Moncada,,1257,1282,,Latin,,,,"Synodicon HIspanum 13, 333-36",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2181,1270,1257x1282,,,Yes,,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Guillermo de Moncada,,1257,1282,,Latin,,,,"Synodicon HIspanum 13, 336-338",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2182,1295,1295,3,6,,,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Geraldo de Andria,,1290,1298,,Latin,,,,"Synodicon HIspanum 13, 338-39",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2183,1314,1314,4,15,,,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Guillermo de Aranyó,,1314,1321,,Latin,,,,"Synodicon Hispanum 13, 350-54","Villanueva, Viage, XVI, 323-326",,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2184,1378,1378,12,16,,,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Romeo de Cescomes,,1362,1380,,Latin,,,,"Synodicon Hispanum 13, 375-78",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2185,1410,1407x1411,,,Yes,,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Pedro de Cardona,,1407,1411,,Latin,,,,"Synodicon Hispanum 13, 378-83",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2186,1428,1428,12,,,,Lleida,Lleida,Tarragona,Spain,,41.115697,1.249594,D646,,,,,,Diocesan,,Domingo Ram,,1416,1434,,Latin,,,,"Synodicon Hispanum 13, 383-389",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2187,1358,1358,5,28,,,Castielfabib,Segorbe-Albarracín ,Zaragoza,Spain,near Valencia,40.130556,-1.30444,D613,,,,,,Diocesan,,Elias de Perigueux,,1356,1362,,Latin,,,,"Synodicon Hispanum 13, 419-422",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2188,1367,1367,5,21,,,Segorbe,Segorbe-Albarracín ,Zaragoza,Spain,,39.85,-0.483333,D613,,,,,,Diocesan,,Juan Martinez de Barcelona,,1362,1369,,Latin,,,,"Synodicon Hispanum 13, 423-48",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2189,1417,1417,4,25,,,Segorbe,Segorbe-Albarracín ,Zaragoza,Spain,,39.85,-0.483333,D613,,,,,,Diocesan,,Juan de Tauste,,1410,1427,,Latin,,,,"Synodicon Hispanum 13, 448-50",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2190,1428,1428,10,18,,,Cartoixa de Valldecrist,Segorbe-Albarracín ,Zaragoza,Spain,,39.840844,-0.50725,D613,,,,,,Diocesan,,Francisco Aguiló y Muñoz,,1428,1437,,Latin,,,,"Synodicon Hispanum 13, 450-55",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2191,1485,1485,6,7,,,Jérica,Segorbe-Albarracín ,Zaragoza,Spain,,39.9,-0.566667,D613,,,,,,Diocesan,,Bartolomé Martí,,1473,1498,,Latin,,,,"Synodicon Hispanum 13, 456-60",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2192,1276,1276,10,19,,,La Seu d'Urgell,Urgell,Tarragona,Spain,,42.358,1.456,D641,,,,,,Diocesan,,Pere de Urtx,,1269,1293,,Latin,,,,"Synodicon Hispanum 13, 475-484","Villanueva, Viage, XI, 283-308",,https://books.google.com/books?id=psxM9-Uvjl8C,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2193,1287,1287,3,22,,,La Seu d'Urgell,Urgell,Tarragona,Spain,,42.358,1.456,D641,,,,,,Diocesan,,Pere de Urtx,,1269,1293,,Latin,,,,"Synodicon Hispanum 13, 484-88",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2194,1320,1310x1326,,,Yes,,La Seu d'Urgell,Urgell,Tarragona,Spain,,42.358,1.456,D641,,,,,,Diocesan,,Ramon Trebailla,,1310,1326,,Latin,,,,"Synodicon Hispanum 13, 489-501",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2195,1328,1328,10,19,,,La Seu d'Urgell,Urgell,Tarragona,Spain,,42.358,1.456,D641,,,,,,Diocesan,,Arnaldo de Lordato,,1326,1341,,Latin,,,,"Synodicon Hispanum 13, 502-12",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
2196,1362,1362,6,9,,,La Seu d'Urgell,Urgell,Tarragona,Spain,,42.358,1.456,D641,,,,,,Diocesan,,Guillem Arnau i Palau,,1362,1364,,Latin,,,,"Synodicon Hispanum 13, 512-15",,,,,,,,,"Library Scan
Hard Copy Scan",Yes,,Reviewed ,
